,CustomerID,RepeatReturnFlag
176,f0ec4764-2888-4226-b212-5ddd7d191803,1
181,7d979b7f-dde7-42ba-9bd1-4b08b7c24cec,0
182,6436afcb-c2c8-4e3a-b88e-199529f0aa23,0
188,5d084165-6eaf-456c-9498-8a4fcf25e347,1
190,0099ce0e-332b-4d41-90e8-c584e53fd51d,1
193,0bccc1d0-3413-4f2f-b40c-f698d1a8ffdf,1
206,1f208783-8e1c-478d-922c-a7add7c1f162,1
207,9985d03d-6269-4cce-904a-ce3282f63e36,1
208,af704c89-3fd5-4850-b0bb-1a79ccd875f1,1
210,927d0a17-9e76-47b9-8333-3873e1b31e0d,0
215,fa0b6737-919a-419b-8719-718cac767a55,1
219,e6f819ad-b00a-4d10-8608-aeed9df84868,1
220,71c3ac59-826d-4e68-a768-7535435f6e54,1
221,011c7485-a75d-4aaf-9a81-87434a5bc604,1
225,0d6b5147-0113-433f-97a6-55642a6cf0b8,1
227,22060617-4fa8-4751-b006-29fa59bc3123,0
229,5530e8b0-d38e-468e-8e6a-5d109f6af4fc,1
236,f3153907-bd0a-487a-b0ee-44add56e8f15,1
242,59c12f58-e646-42c8-9234-b5a30a9bbe81,1
243,757cab0b-f1ca-4e17-b943-8ca8f16e4574,1
244,31aa45df-4b65-4f1b-a877-8765bbe915fd,1
247,b34f9cd0-f746-4f3e-84f0-fdd0d1bf2fb2,1
248,7bd29a14-17da-489a-b9a6-e064db95aa0a,1
249,f8960a33-5e9a-401f-8537-60ba6c8f7105,1
250,15d53078-2d4e-46f2-84c5-46a7bd54b4dd,1
251,09c96d67-c0a5-4b2f-8c64-e99023575c31,1
253,6261e4f6-e128-413b-a8c7-3cb95334f068,1
254,6c30ec7a-1880-43eb-b8d4-0d6ec167229c,1
257,c2970c7d-1017-4262-aeb3-521fcd26afdc,1
258,8138e1f2-0c1c-4563-8618-0cf43ea799a1,1
270,db16e9b1-513f-4b26-973c-2513c2f50cc0,1
272,bc48835c-147b-465d-b9e4-13a17988a8b7,1
274,e63f85c5-85d8-4a82-a7c3-17aa45a3a46b,1
276,5d9bac64-1310-4837-ab7c-b51dcda1d780,1
282,a0c46aab-3a9c-4ba2-91fa-feb550e3d7c7,1
283,0ba592d1-3e15-471d-865e-4aa4c0cabe16,1
285,438350ba-b692-4e0a-b14e-5f68df2484e2,0
287,0032db4e-60e4-44f4-83d3-9385daf32934,1
291,c67b54b7-f8c0-4e0b-a76d-29cdd91de82a,1
300,7b6f7624-0a94-47de-b074-90ee7a11d721,1
301,8846557b-979f-463f-9065-957b1e8d37df,1
302,0e8b250d-af8b-45b0-bc1e-f435b1e81471,1
303,a59542ce-04fd-42ab-86fd-9fec91fe27ff,1
306,58a52091-5e17-4093-981f-bcb7509141e8,1
308,ff7e3d96-a873-4fe6-9be0-d9ea31853410,1
312,b6b3a2b4-073e-4ed3-8b6b-7e896188a117,1
322,08c1ad3d-bd58-4c9f-ae6d-2c126ec1ce13,1
326,c9f03771-2845-45ae-a1a9-f92d5a485bbc,1
329,ff784a4e-59a6-494c-bd1d-bd1e41a4421a,1
331,669d814d-8a6a-4518-966d-de1b31093d80,1
338,5b3e6717-1b39-4893-b693-1737abb6c51c,1
341,f5ed167a-773f-47e0-878b-5a1966d96ec8,1
342,d13545fc-a200-49f6-a9f3-821d3015d442,1
343,b23846b0-05fc-4d8d-a149-07f9d9ac122c,0
347,bfc80ca2-bd46-45a6-810e-beab23e6bf96,1
351,c3ce2550-d16e-4b48-9610-459c58650405,1
353,97bad3bd-f53e-4d05-b7f0-584d8060675a,1
356,785f889b-5089-4d1d-a731-d3f8fb795cb1,1
358,8b1bde48-7a64-440c-8844-8ac01a6186cb,1
360,46bade05-784e-41cb-9fc7-0ee6665e754a,1
362,f86d733a-b71e-44c5-9218-53e0d364b99f,1
369,cca9cffb-4287-4e08-82ee-3fc9ac39b25d,1
370,b342a2d4-863d-49ac-a84f-dc0962b15366,1
371,c94680ce-f481-4183-b650-1dd0d812aad4,0
372,a8d4acc0-8d00-4293-93fe-2fbeb4fdc115,1
379,29376409-da0b-4965-9c3b-e1d18c1eebb5,0
380,4cceec1a-c982-4333-a2e0-7226e63b50ea,1
381,eb5c75aa-c809-4bd0-9a3b-8de127222f68,1
385,10617fc5-efd1-4cf3-814f-dcd3111293b9,1
386,1063bd0a-c1b0-4edf-a89b-b24ec58f6840,1
389,0c20f5c7-3df0-4775-a116-d64915a55b91,0
394,547f7499-4cb5-4f3c-b786-451a29af51e5,1
397,4c7a8719-ac7f-495c-bdb5-1a19b174ba43,1
401,f489be37-3409-4b37-a7c6-448cfef3d17f,1
402,6e44e6d3-956c-4f06-8404-244bc6631758,1
403,701f7f90-cd17-4342-82bd-410c66c73ded,1
404,1a3776d1-5376-4384-aa84-9ce3a45887b9,1
406,a919228c-e108-4e07-ba46-3a072542d426,1
408,aa1ddca9-a25e-4779-96a2-29e859f0ad5c,1
409,1fcfdc7e-a79c-43a3-9a5c-c3a2a612a4ec,1
410,beae3dde-99bc-4546-b280-4508f247af2e,0
414,3ddf77a7-8a00-4a4f-b1a4-14bdc49c5430,1
418,4ab5d0a8-668d-4985-8446-eccc3dd35634,0
420,2704cb1e-634f-4bb1-95da-0c3b4daff3fe,0
423,9ed355d5-2b06-48f0-808a-9669f784f2eb,1
425,36668dd5-f303-44ce-b607-ad342d9d4fa5,1
429,fe0e1536-4a14-4cd5-b72b-111e84c37ac6,0
430,6434d132-51b9-4752-a1b8-1db59fb0c2ad,1
434,5a07ddba-b5fd-4f91-873d-8d8f4977692d,1
435,511eb16b-7e41-402f-a130-67d637d912f7,1
438,3ebb7d86-3d7d-4264-986d-f42520cbc20d,1
442,b07ce33d-39dd-4654-9776-a465719275e2,1
448,479e27f0-88ae-4b2f-9b9e-99becbedf639,1
451,fe6c7c73-8751-4262-9c03-9769d16861d9,0
452,c6e4788a-a6c3-4b76-95c8-23c6ca354351,0
453,785339fb-6e06-4549-94dc-00e560b8d6d8,1
454,9c3ad531-4c1e-45b9-8657-271afaa5384f,0
459,ad6d5453-f025-4c83-b2d0-f2b5fdef7fa1,1
462,757bc6a7-0093-4fcc-a178-5b9b73f55754,0
463,36a4e44a-06ad-4cd2-b066-cc1f4a851787,1
464,3a8a1631-754b-405c-8645-7e85668662a1,1
466,b75ba08c-16f5-4a80-9dc6-de7e3e161a33,1
467,c5a5ab84-a0ca-49f8-80ac-d373c3e49b54,1
469,0ab1d711-6b93-4245-901a-2acc83873f21,1
471,92395214-d4c9-4c1e-9981-bef4870beff5,1
472,bb49d854-cd28-44a6-a242-b3edc4f6ffca,1
473,5e6a0c7d-aa0f-4ad8-af3c-036ef89febb1,0
474,0af13db4-2030-4048-af2d-9e2db3d4352c,1
477,43fa82a0-c9b7-47fa-9b0e-a07e89c05d15,1
479,418f11de-bb5d-4530-ae4a-6a9e1b36fa6a,0
480,11424ae2-c294-4070-bf58-4473c7e23056,1
485,297aacf5-8164-4825-b02c-6093c644fcb5,1
490,2719555c-fa4c-48f4-b9ce-a1381c5075cb,1
492,35914eb5-2164-45dd-966e-631c83cd59a5,1
504,3f6f39cc-776c-46d7-8897-e8e36257075f,1
507,4306b511-322f-4ae4-be24-9fd5cbf5a399,1
508,1166a3e3-86b2-4d9e-b67a-112390230413,1
510,dad96b82-a01f-4432-bd5f-ccc4e7d319c2,1
511,172fdc45-48f4-4e5d-afe6-716d875f1f2a,1
512,e0cd262b-75af-4138-8c82-c8b2797d9e31,1
514,a9508f2c-8674-460a-a092-7d5d2bd69f78,1
517,37595cb7-6f7e-4ccb-9b61-b34802b719c3,1
524,fbadb4f2-1112-4526-8015-dd2583af7fad,0
530,c6093f86-ffe9-4d78-851d-9ee611f52f4f,1
532,671d6000-ba4c-4352-a81c-db276d23d7b1,1
534,f6577fe1-1e7f-4bcb-a24c-8a483518c502,1
536,1c443272-8d77-4c9c-8390-5d5bf42c05e2,1
541,a2091283-9f34-46b2-888d-f69a8f313361,1
542,34d224d1-b375-4913-b796-ba3e3f1de1f5,1
544,f316022b-321f-4685-b7fe-1eeb134136dc,0
547,17122f49-8c81-4a76-9b8a-7d4f73c8f01d,1
552,fa363fa9-f7b8-485e-a530-769bfdaac7bd,1
554,b079b1a8-762f-4020-99c0-2de5e98948d9,1
557,2429b77a-c0dd-4f68-92ea-8b20077d0fe9,1
562,0fa49d49-004d-48d2-a4d1-85792571fe23,1
565,71cca59b-98f0-4807-9ab3-735ea1fbe216,1
568,e457a8ba-a301-4e0f-a957-7295ef8356a9,1
570,62c8a359-4311-4660-bbe0-0ed0ee045ec5,1
577,14785bf0-a19d-4962-949b-35c859fb0489,1
579,c938fa3d-b11c-478f-8384-10d5a40a2d79,0
581,eaf87fb1-1488-4210-9d87-b08c5457f372,1
583,b3d8896c-d37b-40d5-970f-31a9394e93d3,1
585,b8391f57-3e97-4ebc-acbf-172e8945b796,1
586,a5279316-e800-43ac-a616-fc58272d95f8,1
591,3260feee-c051-417f-a8f4-26faf69b72a4,0
594,70aeb305-e565-4495-aaa5-d8842f9a9e12,1
595,a8e867b7-3f69-46f7-93f2-4ac3e7d2e748,1
597,8c61a9db-b27a-4190-9802-d824b3d47c7a,1
598,779e3fdc-9131-4faa-8b7b-b09f4c30b754,1
599,c29bd757-fa83-4599-a6f1-a5d50765c71b,1
608,c0f91244-2fdd-4a2c-85eb-450ac40c7a1f,1
610,50be3ac9-cdcb-4556-9e97-364deee87e5e,1
611,35840a9b-e7c6-40cf-bb27-69ecd6d6653a,1
612,06770e90-28e1-4948-b796-d9d0dd2c8b80,1
614,42215f42-db42-44c2-9a7f-1251e12f192d,1
617,b7046b75-b870-424b-aee2-3e4072552c73,0
619,6651b7dd-1650-4535-8bd0-fa99dc694d71,1
621,5412fead-4601-427a-9d76-234e3715f4de,1
622,4b91c2a4-b32c-4183-b071-9fbc91dce9be,1
623,a1b69df6-b4e0-4028-bdda-17409669910d,1
626,f62d76dc-15bf-416c-ab89-d4976feb974d,1
627,23272afb-6c71-4054-bdd8-1c9f13b2b556,1
628,620281d2-9249-45c2-901e-0e3c42aef6d4,1
630,232c88a7-4e3e-4811-a231-1f79659eaf40,1
632,c7563f9e-e201-4767-8f21-90f70bd0ff52,1
644,31eab2d1-c52c-4876-874e-438b7f0d9310,1
645,a62b4e6b-e5c5-4623-b11a-b660d86f385f,1
646,c8c93d3a-bfe8-4b2c-86d3-a51157441308,1
650,2cb9ee1b-fc1e-4c5b-aa37-8e283a81be9f,0
651,f649c383-daa1-4cdb-86ca-8e0516157264,1
664,99161b84-9c5f-46e4-a481-af3c097271b4,1
665,4d733aeb-6b50-455a-9a9c-cd882dfa5dc4,1
667,5b7523e0-08f6-4e46-9b30-fe06f4c14aaf,1
670,42dca2fd-9a12-4477-886a-5bf09d219297,1
672,daafd0c3-b37b-455d-9f08-755001929747,1
682,499a1f74-ddc1-4d30-9023-7be2cc114093,0
683,d4ae73d9-907a-485c-a1aa-3ce4cbcde4d6,1
686,60367175-f980-43d9-bda8-b651b846aa8c,0
687,c0f3dd45-e69c-43e2-89d3-ef39a42b9e0b,1
690,3c327c82-96f8-454f-929d-b97eaf3f0ced,0
691,3e38722d-2afc-45c9-bab7-476e6cf90630,1
692,86636dab-ccb4-4737-954b-47d508277d30,0
694,a8f2b966-ac61-4677-964c-b1ab9d9b0e2c,0
700,bc94c22e-c0fb-4cda-bb9b-bdb19c545679,1
710,980a6d99-5719-4aec-bc8f-c0375e054042,1
713,bd70d9d0-9080-4e3c-a6f5-7e87e35df049,1
715,f113ea1b-3275-4253-a01e-c24cc5596a11,1
717,24d3b1e6-bef8-4df8-ac5d-0144e72fb17d,1
718,205e55a1-06cc-4ec0-9f28-eb93499421b4,1
719,12af34a0-6d61-4c74-9ada-a029bd41e3aa,1
724,0460789a-05a0-4234-96d4-4ae5c8fc7eba,1
725,4804e84c-94de-45ec-974e-d429bf91ff0c,1
726,1d014f2a-40cd-4a40-ac4a-7eee124605ae,1
728,f6ab0d04-1777-43f8-a90a-07a55d23e8fe,1
732,6319c101-6d98-4c66-8220-2c6ec0f1e662,1
734,0cbc8f69-0b99-4d63-9482-3b70b0a27410,0
735,fb5ce474-78fb-4ae0-a266-2600de98bafb,1
736,7cdfe8a7-cbb3-42ca-8a3c-2010dfc76024,1
740,b83d8204-2d6d-4fe4-8d97-43d44c227041,0
742,11924b9c-ca28-451c-99d2-1febc70c51df,1
743,0558aac0-8e26-41f4-8b84-613d3d56824a,0
744,357a9db3-f9d8-4fc2-80c4-286d3f2258c1,0
749,d6067822-cf25-45ef-87df-2a0c6af3d419,1
750,98e2d540-3320-4890-b09c-363151439f01,1
752,9c229525-a972-43d7-9ae5-2ee7bd30b901,1
755,0ee4d41c-f88b-4dc4-a358-38e4ab1931e8,1
756,fefaec78-eea0-437f-bcec-36d35fd743a1,0
760,afcda5c8-7184-4d50-9a9c-2c4e09c59dd6,1
763,3de2a7b8-422a-4e70-a244-6ef66c76de2c,1
768,4c9ff436-1683-4c63-9d23-d326ae44602b,1
770,14acd1a9-a341-4830-86fd-e75ad6fec882,1
771,66aa27bb-3477-4d2c-918a-07fb78b4bbb2,1
772,44a5154e-c069-4d25-8293-cfc35a2e198e,0
774,de2052a7-f421-47b5-9024-1ca4345398f5,1
780,04f395d7-f6fb-4df9-a409-239e13225e54,1
791,95ff0b5d-7782-48ae-94d5-02290cf6cdee,1
794,88508139-c0ad-457d-93d0-d0014a8b0dc2,0
796,d823b293-dcba-478b-a115-fcfaa8f1a894,1
797,a4eab43c-9c09-4f72-82f1-42a61e0178be,1
802,42c74403-d442-4a73-827c-1806817851a3,0
806,4e9ecf58-06b1-4415-8526-a74625eb5e22,1
810,a597bde8-94d8-49b8-9a20-1e9c1e847b9a,1
812,a11d33c8-44b6-4435-8e67-b9647f429d26,1
814,8c9f32f9-9b26-4d37-9d17-4f39dbd67dbb,1
817,0415b6c1-105c-4452-81de-d0603f385258,1
818,c915a2d2-6a6a-48fd-984b-4a97b51c9cc4,1
826,51880356-f6b3-42f5-9e1c-2621b8ff9003,1
827,d6185901-e8fe-43b4-a549-23dc073b41b9,1
831,ab2c72a3-4b00-4dc9-9686-57ce1b4f8197,1
833,65f5c940-ebc2-4086-9428-289dd6f4eb9f,1
835,6f8c8e6a-75ea-465e-b985-3281c4a35d33,1
839,13e2ed32-77b5-452c-aa5f-de51dbfacb91,1
843,ac1b1fc5-582d-4aad-ab02-10039c314fe6,1
844,8c0ba1b8-58bc-4c01-8111-1e990e5fc3bd,1
846,3479d5a1-4d5f-498b-9f1b-cbe50ae91f22,1
852,3798c3d4-5bdc-4eb1-8885-2a2f262bdc1a,1
853,65b3e5a0-728c-44e7-b2d8-b1ed109dfd5f,1
854,ad5308e2-53ff-4ada-89e1-c1c8965b76d5,1
855,2ae5acdd-5444-4f11-8205-5a588903fb51,1
857,2f8bc4a8-416b-46c6-a3e5-bbc316ff5b4f,1
860,2f478138-a18e-4747-88e4-6ad4a4d27d21,0
861,be502fe4-8bf2-4240-96b2-b45811c07dc5,0
862,c6b06da9-98dd-4088-bf73-d5b6b029f7b2,1
865,df9608cc-572e-42cb-938e-3c58231dd22e,1
869,558407bb-51aa-4527-8944-6cefe909e50b,1
870,c3326b54-e787-4a05-8f0b-e229734aced3,1
871,fe9d20bd-26ba-46bb-967c-3e0934878126,0
872,d1a97b90-330d-4542-9143-aef4d7ee600f,0
873,b4e4a06f-d739-475b-8aa8-708e6851d757,0
875,a6de52bb-63a9-4083-9e4b-9d8971630803,1
877,a4ed93b6-11e0-4e10-84b8-2b4553a7a8a0,1
880,ba9db56a-a7d8-4120-a005-029c006aae43,0
885,1b065c21-f0cb-4b40-9897-a90914eb88c8,1
886,b460daeb-3b6a-4999-9516-a00b4ad0a537,1
895,fa6536c9-f72e-48d4-b7dc-c6f1868373ce,1
904,054b8806-31d6-4548-9e5e-2a46994f5082,1
907,750f1a6c-c905-41e1-9543-3f6147370ada,1
915,efaef296-f5ef-4fa1-9c0d-bedf2f27e33c,1
917,42afe662-831f-4791-b330-5a8e52f83528,0
918,a588f223-637b-4635-bfcf-6a957e897089,1
919,f4bad97b-9974-40f1-8091-a37b3dc19c4d,1
920,0665f884-90ae-41a2-84fb-38d922347b19,1
933,815e3b2f-68d2-4c89-ae5b-6af25ef725eb,1
936,36288c3c-7bb0-4812-998a-2d83419ab6f4,1
937,8d577636-53c8-4138-9288-22e096212ab5,0
939,811619ac-ee4b-4105-9e7d-ab85dde5faab,1
941,1ec66172-1476-48ee-adb8-67b116f40d1a,0
942,076c9df9-f9df-4aed-9e43-be3523a1d991,1
943,32ff18bc-43c3-4533-868f-7628a3282797,0
944,8dc2fadf-d2ae-4c6a-ba1c-713375d2c35d,1
945,da57eb74-5bf5-4f4b-b2f4-df4828ffeab7,1
946,06d3728f-abc1-4e9d-b9ae-350fd9027bdb,0
958,a81fcd03-3fa1-44ed-b1d8-336a09102e08,1
962,d531e29c-af79-4df2-8204-5ae887018dd2,1
969,07d5c894-3c4b-45fd-8c30-f7f89a7c53d4,1
979,018d2c48-ca5f-4b03-b806-80a96461c164,1
980,3c95f3a4-8f92-4746-b17e-edef4bacf2fb,1
983,ac142368-45ab-4613-a485-5738313c3a37,1
987,e1df2aac-f4ff-446b-9e82-dd4b1e7d00a9,1
991,898bd842-7067-47d1-8364-02371f7dfa7f,1
992,c7ef4181-f61c-4a2e-9a8e-b488af4d2a3d,1
999,0bda10a1-92c1-4c27-8e18-0abb15ae0253,1
1000,babd4b2c-fc92-42ab-a494-243b69e795e5,1
1001,32731c9e-588c-4624-bdf4-97db8a192b19,1
1002,c1388da4-a9f3-4408-ba04-331f2ef42381,1
1005,7d5dcc0e-fef2-4668-93b3-5cee33283c06,1
1007,b64da820-8ffb-4551-b1fd-b8dc62382961,1
1017,06d6f54a-7122-4399-b425-5d2778f6502d,1
1021,41167242-7181-4ace-be07-bf134304963b,1
1023,b8400067-0508-44fa-abdc-98136f492029,1
1033,91a83b41-256c-4ba0-8eb2-7aec4e596792,1
1034,c31f5df7-a299-4199-b53a-829fd6aad75f,1
1036,bd3d1a0a-4660-40b5-aee6-ff59efa8d2d5,0
1040,c111e259-246e-4f6d-aaa0-a5ae642ea60b,1
1043,baf6127a-c640-4f36-9af6-9c6019ef0595,1
1044,f1900667-e652-4d91-9686-0e7c963ee0c0,1
1046,2e81bf1f-fb40-499e-84e6-c991cb2770c9,1
1047,192eb673-c012-4a67-a1b9-75ba4e393273,1
1051,1f049447-14e0-4f54-8b87-27732a16a67e,1
1052,98041bcc-df29-4ba2-aa47-92f83f700a2a,1
1066,91c607e9-f14e-4bd0-bde2-9599dcea8e52,1
1067,3e561de1-9483-41ec-a38c-e82ae7f2c205,1
1068,513c78ce-b9e7-488f-b5fb-470fc51b38d2,0
1070,a8240273-51d5-481f-bcdb-484fffd9d8f3,1
1072,f6bee757-b163-4531-882c-b1a4f47b1e7c,1
1080,64fb2c34-3480-4b20-89ad-c394aae7e55c,1
1081,befece79-3380-40ba-897c-1774b1005e67,1
1082,b56f8eb1-aed9-40cf-896a-969f1f8d9b41,0
1084,5ec3e0b3-0682-48ea-8386-09b05b21e919,1
1088,d956c2cf-eb92-4ad5-a15c-04c25b0a3ca4,1
1090,ba5591c3-59d7-4a67-924c-06dc75ee3295,1
1097,cf897d76-4743-4e90-8e86-41614b4b19b9,1
1098,1be927d1-bead-4da5-bafc-beb4d1ae6fad,1
1104,97d79da6-5ab4-4dfa-abc7-aab7bab97b4b,1
1106,1f3e832d-ac16-4bed-9ca5-dcc364a7eb79,1
1115,21cc09f2-df32-4e3f-b461-a51744f91068,1
1116,db9415c1-a327-4e07-a4a4-7c99d225ad6d,0
1119,e17ae350-01e8-40af-b5a2-8ef52aacf2e1,1
1121,7d1ee14b-e54a-4e62-b021-b5b82c8c419a,1
1122,e245facf-c750-4f32-bc49-759bef1b9293,0
1128,4803bf07-353a-464a-88a1-f6e4f6b262b7,1
1129,fee19421-12d5-4740-a047-d81d2b50ca06,1
1130,dd7558dc-1288-4d28-8234-f94a0ddb771a,1
1132,e755134a-f570-4b25-8e5b-853b5f81311e,1
1137,890fb47f-70fe-4db0-8648-6bb80a63fcd9,1
1138,f3f82503-7402-496b-89ef-95b1e59d6f7d,1
1140,126c435a-8940-4a5a-92ed-10b24df7214f,1
1146,49d38db8-e5f6-45a6-bbc1-6c6ed1f0214d,1
1147,3477f297-2670-4a9f-893e-3b88a62dbaf0,1
1148,9ad1d41d-34d8-4e3d-8f2d-fb7f710c5fa3,1
1150,ddb9deac-39f1-4862-b2a4-b00209983272,1
1151,c87b5b65-7e5e-409c-bad4-e9987fbe6c8f,1
1152,e1c370df-f228-4356-a38d-a3bdb75d01e5,1
1154,d553c0d4-e5c0-4a56-b4c0-324ba2248b6f,1
1155,f99d050d-8ddd-4495-8c1a-3907764cb73b,0
1159,a653708f-0fa0-418a-ae30-7bc21f991c82,1
1160,4bfd6943-ed18-41ef-a08b-3b8dbd498436,1
1161,3c10127d-1b6c-4a0f-9d1b-b2c6eb7885ed,1
1163,029c2109-3d73-4784-9e2f-1f77bf7f8fe4,0
1169,41560c71-7f99-4c90-897a-3d50a8d24be6,1
1170,c678f89f-2c08-43e3-819d-c352bc1652ce,1
1171,e3cb0229-c8cd-452e-af18-d943996f2f4e,0
1173,530dfc60-9ed2-4f30-b6e4-072b59839930,0
1176,47671a04-5b71-4485-846a-0770a5fecbe8,0
1177,c1a6fad6-ad85-428d-b003-d22babf31dbe,1
1184,03dc449d-6939-4b43-86e1-b82dc9580f8d,1
1190,823d7cf1-9f13-41fb-af55-c43da8e184f7,1
1192,41287457-3e7a-4c46-8cc5-cc1c789fbd1f,1
1196,5f1112e5-a589-4422-bdad-f0002ddb4f02,1
1199,60927c29-8bd7-4317-966f-e79460b85716,1
1204,aa77067b-d4a1-42dc-9043-6e962df4a816,1
1205,a431d0d9-e1a2-4163-927e-8379be42553b,1
1214,f13994aa-77a7-47a3-9c7b-9fdc335aeacd,1
1215,e9fc49df-41fa-4c99-ad92-cb5d20190319,1
1216,43ba0409-2253-4eb6-8ed3-14ca9ca0de04,1
1221,a16c743c-347d-489c-a1dc-c670284d09df,1
1223,392ec01f-76ec-4574-ae26-fa74d0ffe8fc,1
1224,cbf2fb3a-156c-48d2-ae11-3e297beed8e7,1
1226,5afc8758-385f-4c60-b51b-431aa328faeb,1
1227,757c5f05-a1f7-4efb-b3f4-6cb255c37d1f,1
1231,b5c5914e-2b95-409e-9451-f262ff0367fd,1
1238,8ac7c1f1-f8a6-42bd-8842-b6df2c3c314e,1
1239,fdb65a68-1fad-4733-88e4-3e743055b7ef,1
1240,4f75d6fb-9517-49ae-96c7-7cdf0727caf7,0
1241,da77eb9d-73aa-48b5-a0ce-4960b5c0a94b,1
1242,c89f3527-e925-403f-bb1d-bfeca9898ac8,1
1243,eac5b7ce-5183-4072-aa3f-966feac212ca,0
1248,25285c42-6292-4b46-ba42-90affbbca165,1
1255,5fab38dc-3e9b-4a27-9dee-fcf8f644c017,1
1257,f73c38ee-ced3-444e-9d15-3ad0083e296c,1
1259,548f1ca0-2381-4972-946e-8f8f6e9db3de,1
1260,74bc22d2-7d72-4fdf-9927-9a2d7ec9a7fd,1
1261,7630476d-8f6e-4cc4-b677-3863c3cd4cb7,1
1262,9d62353e-c5e2-425c-99fc-c3f9b766ef71,1
1264,331dcaa5-a7d6-424a-972f-2907c6e5d078,1
1266,30d12e1f-33c8-4b99-9747-0d26486f9aab,1
1276,8bb30e6b-acb5-471a-912b-cc861ceede0a,0
1277,a469a8b4-5424-4104-8c50-9a1beb863978,1
1280,036061bf-6e16-4c98-bbff-397ff44cec80,0
1291,5e79e83b-c062-4231-844b-f4e8b63695af,1
1292,eec7b74d-0703-4f1d-9bb3-5a7bc6cb9966,1
1293,8bf9f314-ffc1-4ab8-aea7-da0a29d2b244,1
